"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 23 08:26:54 GMT 2024","Fri Aug 23 08:27:54 GMT 2024","60837","Suite CardanoAPI","Test CardanoAPI","tests.tokens.TokenTest","tests.tokens.TokenTest","getToken","get a token with token id",""
"broken","Fri Aug 23 08:26:54 GMT 2024","Fri Aug 23 08:27:54 GMT 2024","60842","Suite CardanoAPI","Test CardanoAPI","tests.stake.StakeTests","tests.stake.StakeTests","getStakeAddress","get stake with address",""
"passed","Fri Aug 23 08:27:54 GMT 2024","Fri Aug 23 08:27:54 GMT 2024","1","Suite CardanoAPI","Test CardanoAPI","tests.stake.StakeTests","tests.stake.StakeTests","secondTest","second test",""
