"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","60829","get a token with token id","Suite CardanoAPI","Thu Jan 16 08:27:31 GMT 2025","broken","Thu Jan 16 08:28:32 GMT 2025","tests.tokens.TokenTest","Test CardanoAPI","tests.tokens.TokenTest","getToken"
"","1","second test","Suite CardanoAPI","Thu Jan 16 08:28:32 GMT 2025","passed","Thu Jan 16 08:28:32 GMT 2025","tests.stake.StakeTests","Test CardanoAPI","tests.stake.StakeTests","secondTest"
"","60867","get stake with address","Suite CardanoAPI","Thu Jan 16 08:27:31 GMT 2025","broken","Thu Jan 16 08:28:32 GMT 2025","tests.stake.StakeTests","Test CardanoAPI","tests.stake.StakeTests","getStakeAddress"
