"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Apr 21 08:21:24 GMT 2024","Sun Apr 21 08:22:25 GMT 2024","60730","Suite CardanoAPI","Test CardanoAPI","tests.tokens.TokenTest","tests.tokens.TokenTest","getToken","get a token with token id",""
"broken","Sun Apr 21 08:21:24 GMT 2024","Sun Apr 21 08:22:25 GMT 2024","60776","Suite CardanoAPI","Test CardanoAPI","tests.stake.StakeTests","tests.stake.StakeTests","getStakeAddress","get stake with address",""
"passed","Sun Apr 21 08:22:25 GMT 2024","Sun Apr 21 08:22:25 GMT 2024","0","Suite CardanoAPI","Test CardanoAPI","tests.stake.StakeTests","tests.stake.StakeTests","secondTest","second test",""
