"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","second test","Suite CardanoAPI","Thu Feb 06 08:29:51 GMT 2025","passed","Thu Feb 06 08:29:51 GMT 2025","tests.stake.StakeTests","Test CardanoAPI","tests.stake.StakeTests","secondTest"
"","60829","get a token with token id","Suite CardanoAPI","Thu Feb 06 08:28:50 GMT 2025","broken","Thu Feb 06 08:29:51 GMT 2025","tests.tokens.TokenTest","Test CardanoAPI","tests.tokens.TokenTest","getToken"
"","60829","get stake with address","Suite CardanoAPI","Thu Feb 06 08:28:50 GMT 2025","broken","Thu Feb 06 08:29:51 GMT 2025","tests.stake.StakeTests","Test CardanoAPI","tests.stake.StakeTests","getStakeAddress"
