"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","second test","Suite CardanoAPI","Wed Apr 08 09:15:23 UTC 2026","passed","Wed Apr 08 09:15:23 UTC 2026","tests.stake.StakeTests","Test CardanoAPI","tests.stake.StakeTests","secondTest"
"","60901","get stake with address","Suite CardanoAPI","Wed Apr 08 09:14:22 UTC 2026","broken","Wed Apr 08 09:15:23 UTC 2026","tests.stake.StakeTests","Test CardanoAPI","tests.stake.StakeTests","getStakeAddress"
"","60909","get a token with token id","Suite CardanoAPI","Wed Apr 08 09:14:22 UTC 2026","broken","Wed Apr 08 09:15:23 UTC 2026","tests.tokens.TokenTest","Test CardanoAPI","tests.tokens.TokenTest","getToken"
