"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Sep 26 08:23:39 GMT 2023","Tue Sep 26 08:24:40 GMT 2023","60900","Suite CardanoAPI","Test CardanoAPI","tests.stake.StakeTests","tests.stake.StakeTests","getStakeAddress","get stake with address",""
"passed","Tue Sep 26 08:24:40 GMT 2023","Tue Sep 26 08:24:40 GMT 2023","0","Suite CardanoAPI","Test CardanoAPI","tests.stake.StakeTests","tests.stake.StakeTests","secondTest","second test",""
"broken","Tue Sep 26 08:23:39 GMT 2023","Tue Sep 26 08:24:40 GMT 2023","60905","Suite CardanoAPI","Test CardanoAPI","tests.tokens.TokenTest","tests.tokens.TokenTest","getToken","get a token with token id",""
