"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","second test","Suite CardanoAPI","Fri Nov 22 08:31:48 GMT 2024","passed","Fri Nov 22 08:31:48 GMT 2024","tests.stake.StakeTests","Test CardanoAPI","tests.stake.StakeTests","secondTest"
"","60785","get a token with token id","Suite CardanoAPI","Fri Nov 22 08:30:47 GMT 2024","broken","Fri Nov 22 08:31:48 GMT 2024","tests.tokens.TokenTest","Test CardanoAPI","tests.tokens.TokenTest","getToken"
"","60785","get stake with address","Suite CardanoAPI","Fri Nov 22 08:30:47 GMT 2024","broken","Fri Nov 22 08:31:48 GMT 2024","tests.stake.StakeTests","Test CardanoAPI","tests.stake.StakeTests","getStakeAddress"
