"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Oct 21 08:20:41 GMT 2023","Sat Oct 21 08:21:42 GMT 2023","60957","Suite CardanoAPI","Test CardanoAPI","tests.tokens.TokenTest","tests.tokens.TokenTest","getToken","get a token with token id",""
"passed","Sat Oct 21 08:21:42 GMT 2023","Sat Oct 21 08:21:42 GMT 2023","2","Suite CardanoAPI","Test CardanoAPI","tests.stake.StakeTests","tests.stake.StakeTests","secondTest","second test",""
"broken","Sat Oct 21 08:20:41 GMT 2023","Sat Oct 21 08:21:42 GMT 2023","60948","Suite CardanoAPI","Test CardanoAPI","tests.stake.StakeTests","tests.stake.StakeTests","getStakeAddress","get stake with address",""
