"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Oct 21 08:30:29 GMT 2024","Mon Oct 21 08:31:30 GMT 2024","60837","Suite CardanoAPI","Test CardanoAPI","tests.tokens.TokenTest","tests.tokens.TokenTest","getToken","get a token with token id",""
"broken","Mon Oct 21 08:30:29 GMT 2024","Mon Oct 21 08:31:30 GMT 2024","60823","Suite CardanoAPI","Test CardanoAPI","tests.stake.StakeTests","tests.stake.StakeTests","getStakeAddress","get stake with address",""
"passed","Mon Oct 21 08:31:30 GMT 2024","Mon Oct 21 08:31:30 GMT 2024","1","Suite CardanoAPI","Test CardanoAPI","tests.stake.StakeTests","tests.stake.StakeTests","secondTest","second test",""
